PheWAS_Category	Data_Field	Independent_Var	Samples	-log(p)	p-val	beta	std_error
example	Arm predicted mass (right)	Overall acceleration average	215/969	0.25411738707376	0.5570351654714925	-0.0033519518993941	0.0056976100599805
example	Arm fat percentage (right)	Overall acceleration average	215/969	0.2500402207581406	0.5622892482055581	-0.0419026315996649	0.0721860705544048
example	Mean reticulocyte volume	Body mass index (BMI)	915/969	0.2500119376668536	0.5623258680491319	0.0315241684961718	0.0543877384522014
example	Glycated haemoglobin (HbA1c)	Overall acceleration average	215/969	0.2490555633333925	0.5635655490297633	-0.0298080157343252	0.0515125304722675
example	IGF-1	Body mass index (BMI)	906/969	0.2475182170490259	0.5655640332698604	0.0224039016572792	0.0389752335182879
example	Neutrophill percentage	Overall acceleration average	215/969	0.244809575914119	0.5691024091482514	0.0359245052798732	0.0629787463794337
example	Leg fat-free mass (right)	Body mass index (BMI)	956/969	0.2424869182818662	0.572154188689164	-0.0076964487224188	0.0136198192078812
example	Fractured bone site(s)	Overall acceleration average	100/969	0.2415541723567643	0.5733843401516201	0.0476033539006361	0.0822354281111721
example	Mineral and other dietary supplements	Overall acceleration average	215/969	0.2366816299443455	0.5798536163525185	-0.0172883020991016	0.0311744234967491
example	Leg pain on walking	Overall acceleration average	215/969	0.2350849710799085	0.5819893385881585	0.0030421262022692	0.0054947546237849
example	Number of operations, self-reported	Body mass index (BMI)	967/969	0.2329270064769601	0.5848883802952494	0.0059468593408206	0.0108825982648062
example	High light scatter reticulocyte count	Overall acceleration average	215/969	0.2328947732685806	0.5849317921493471	-4.135222987174652e-05	7.557161484512368e-05
example	Carer support indicators	Overall acceleration average	215/969	0.2328107236395382	0.5850450057862286	-0.2167886794233173	0.3959881271489689
example	Weight change compared with 1 year ago	Body mass index (BMI)	967/969	0.2321504170112393	0.5859351919034966	-0.0046434086800013	0.0085210700456581
example	Cystatin C	Body mass index (BMI)	911/969	0.2272052833481648	0.5926451254558127	0.0006426849365559	0.0012008088718264
example	Eosinophill count	Body mass index (BMI)	932/969	0.2210026348533116	0.6011700901889327	-0.0004012408394642	0.0007673208000533
example	Method of measuring blood pressure	Overall acceleration average	215/969	0.2200100638390401	0.6025456232157934	-0.0014117188185095	0.0027064121270254
example	Hip circumference	Body mass index (BMI)	967/969	0.2189454276917303	0.6040245247492301	-0.0327187443925204	0.0630655872371465
example	Forced vital capacity (FVC)	Body mass index (BMI)	883/969	0.2187721382547347	0.6042655868846234	-0.0052893871547792	0.0102017546211171
example	Waist circumference	Body mass index (BMI)	967/969	0.2170865873011747	0.6066153738160935	0.0461881315805161	0.0896696428287306
example	Leg fat mass (right)	Overall acceleration average	215/969	0.2158715066172354	0.6083149549451954	-0.0068821951615522	0.0134064092735194
example	Mean platelet (thrombocyte) volume	Overall acceleration average	215/969	0.2108221109893521	0.6154289035899562	0.0039328453303185	0.0078152970992445
example	C-reactive protein	Body mass index (BMI)	909/969	0.2055654575515886	0.6229232523748549	0.0158736583338196	0.0322705705321316
example	Method of measuring blood pressure	Body mass index (BMI)	967/969	0.2032186364924795	0.6262984883920839	0.0008627510058427	0.0017711586344833
example	Leg fat percentage (left)	Overall acceleration average	215/969	0.2015727391896755	0.6286765494124593	0.0404001724020941	0.0834051002410279
example	Eosinophill count	Overall acceleration average	215/969	0.2015339658940773	0.6287326794137791	0.0004046614415147	0.000835488700922
example	Inpatient record format	Body mass index (BMI)	796/969	0.2014075819500684	0.6289156734011615	0.0458384001057389	0.0948141360960743
example	Leg fat-free mass (left)	Body mass index (BMI)	956/969	0.2008089964080902	0.6297831018404869	-0.0066026265359173	0.0136927348626086
example	Neutrophill count	Overall acceleration average	215/969	0.2005230136473677	0.6301979503612036	-0.0060722154395564	0.0125915214735851
example	Administrative and legal statuses	Body mass index (BMI)	292/969	0.2004103448496398	0.6303614635057939	-0.044995080873086	0.0933958640764812
example	Basophill percentage	Body mass index (BMI)	932/969	0.198884776532343	0.6325796599873283	-0.0016911744459764	0.0035360324469547
example	Whole body fat-free mass	Body mass index (BMI)	956/969	0.1976312551707283	0.6344081372444841	-0.0373122309894111	0.0784371120966189
example	Reason for glasses/contact lenses	Body mass index (BMI)	190/969	0.1921353578474206	0.6424874401448323	-0.0099442975835235	0.021382616425215
example	Platelet distribution width	Overall acceleration average	215/969	0.1894561856553457	0.6464632099632326	-0.0018853706467179	0.0041035484746838
example	Hearing difficulty/problems	Overall acceleration average	215/969	0.1885486693130401	0.6478154936054663	-0.0017710099143508	0.0038707042747713
example	Monocyte percentage	Body mass index (BMI)	933/969	0.188191463759853	0.6483485385592038	-0.0090012693645742	0.0197302492175528
example	LDL direct	Overall acceleration average	215/969	0.1851558287553322	0.6528962455854487	-0.0030963123052924	0.0068730808993255
example	Patient classification on admission (recoded)	Body mass index (BMI)	789/969	0.1818665118890795	0.6578600112241016	1.4699918806112249	3.317884990155121
example	Glucose	Overall acceleration average	215/969	0.1796484555548391	0.6612284700965654	-0.0035066569024125	0.0079873754335294
example	Cholesterol	Overall acceleration average	215/969	0.1781351227743105	0.6635365910242466	0.00412262012254	0.0094606013775984
example	Basophill count	Overall acceleration average	215/969	0.1769139286753329	0.6654050174589183	-0.0001186889004301	0.0002739939611272
example	Shortness of breath walking on level ground	Body mass index (BMI)	310/969	0.1721692333750985	0.6727144657004841	0.0020140983117397	0.0047629751821527
example	Leg predicted mass (left)	Body mass index (BMI)	956/969	0.1715451250328815	0.6736818934368143	0.0054880121922199	0.0130282363715524
example	Treatment speciality of consultant (recoded)	Overall acceleration average	215/969	0.1682327452136232	0.6788397342726946	1.5605582380528449	3.7621847664157566
example	SHBG	Overall acceleration average	215/969	0.1625836377328424	0.6877274549404068	-0.0949214044066745	0.2357182053000407
example	Reticulocyte percentage	Overall acceleration average	215/969	0.1623095885166187	0.6881615627982338	0.0015154731760599	0.0037697731776392
example	Interpolated Year when operation took place	Overall acceleration average	215/969	0.1611035050506437	0.6900753191507207	-0.5454131546760181	1.365121224626552
example	Alanine aminotransferase	Overall acceleration average	215/969	0.1578531318983886	0.6952593980889933	0.0440866534668947	0.1123587662552066
example	Wheeze or whistling in the chest in last year	Body mass index (BMI)	967/969	0.1559626771751605	0.6982924120363276	-0.0011890522066804	0.0030665377598885
example	Cancer diagnosed by doctor	Body mass index (BMI)	967/969	0.1548124505006735	0.7001442871127096	-0.0008001046183521	0.002076850679046
example	Pulse wave Arterial Stiffness index	Body mass index (BMI)	304/969	0.1532674413322554	0.7026394967134009	-0.0156609835691667	0.0409813248562266
example	Tinnitus	Body mass index (BMI)	309/969	0.1505642264737154	0.7070266329576127	-0.0267299498059921	0.071048262754307
example	Phosphate	Body mass index (BMI)	827/969	0.1499209451774773	0.7080746638076348	-0.0004453502558498	0.0011889243458604
example	Pulse rate	Overall acceleration average	215/969	0.148428092657951	0.7105128018398492	-0.0719859629009971	0.1927213380498993
example	Wears glasses or contact lenses	Body mass index (BMI)	967/969	0.1455326640076818	0.7152655957414625	0.000911302250971	0.0024973433549332
example	Patient classification on admission (polymorphic)	Overall acceleration average	215/969	0.1447560346835785	0.7165458174344184	0.0017206097728474	0.0047299457145231
example	Platelet crit	Overall acceleration average	215/969	0.1427672735866022	0.7198346141494554	0.0001299912776074	0.0003618318717475
example	Calcium	Overall acceleration average	215/969	0.1421149414417013	0.7209166543637767	0.0003089893955848	0.0008634453642795
example	Arm fat mass (right)	Body mass index (BMI)	956/969	0.138564409423335	0.7268345957056355	0.0016041314159305	0.0045904471302117
example	Ever had bowel cancer screening	Overall acceleration average	215/969	0.1377263368019502	0.7282385469822324	-0.0014728148992609	0.0042324064622844
example	Hearing aid user	Body mass index (BMI)	568/969	0.1375317849715729	0.7285648506478085	0.0007395732020384	0.0021299685275723
example	Other eye problems	Overall acceleration average	215/969	0.1360599514826745	0.7310381615315102	-0.0011986040394256	0.0034817454335927
example	Hand grip strength (right)	Overall acceleration average	215/969	0.1345462962238718	0.7335905087719132	0.0294478097081284	0.0863936691931692
example	Haemoglobin concentration	Overall acceleration average	215/969	0.1333679623594046	0.7355835994219345	-0.003116338835899	0.0092139617317392
example	Methods of discharge from hospital (polymorphic)	Body mass index (BMI)	796/969	0.1323110013259441	0.7373760008889227	-0.0048513113879775	0.0144617848479138
example	Testosterone	Body mass index (BMI)	820/969	0.130437425326906	0.7405639628189402	-0.0148890865021429	0.0449511968932405
example	Immature reticulocyte fraction	Body mass index (BMI)	915/969	0.1302970844807151	0.740803312319989	0.0001407207365097	0.0004252691224774
example	Fractured/broken bones in last 5 years	Body mass index (BMI)	967/969	0.1291291714106767	0.7427981759399892	-0.0007541603409895	0.0022975082004324
example	Method of recording time when non-cancer illness first diagnosed	Body mass index (BMI)	714/969	0.127830644825907	0.7450224422699946	0.0022743980119694	0.0069907129222236
example	Red blood cell (erythrocyte) distribution width	Body mass index (BMI)	935/969	0.1265389413089721	0.7472416292603254	0.002372070804796	0.0073579655882266
example	Mean sphered cell volume	Overall acceleration average	215/969	0.1265089811756175	0.7472931800674836	-0.0119668169490856	0.0370818698387967
example	Pace-maker	Body mass index (BMI)	967/969	0.1264070977916009	0.7474685119967772	-0.0001265599591983	0.0003929480784923
example	IGF-1	Overall acceleration average	215/969	0.1259593088734891	0.7482396033729807	-0.0137934018399123	0.0429087205545967
example	Nucleated red blood cell percentage	Body mass index (BMI)	932/969	0.1219406076569874	0.755195498061734	0.0009876768749126	0.0031666957445116
example	Wears glasses or contact lenses	Overall acceleration average	215/969	0.1197656485195141	0.758987024742315	-0.0010728554829493	0.0034917347840612
example	Body fat percentage	Overall acceleration average	215/969	0.1190159250089562	0.7602983972841392	-0.0211434016548798	0.0692001012810555
example	Destinations on discharge from hospital (recoded)	Overall acceleration average	215/969	0.1152680498106909	0.7668880142279281	7.186959360971912e-15	2.4200513471286908e-14
example	Falls in the last year	Overall acceleration average	215/969	0.1122474331248177	0.7722404866671342	-0.0011721407300619	0.0040437747695229
example	Weight	Body mass index (BMI)	967/969	0.1115939249945239	0.7734033965079082	0.0306924883063779	0.1065663668086536
example	Eye problems/disorders	Overall acceleration average	215/969	0.1114082326050871	0.7737341532593731	0.0120800193421529	0.0418537741551557
example	Medication for cholesterol, blood pressure or diabetes	Overall acceleration average	215/969	0.1111302685137947	0.7742295294633805	-0.012736308177414	0.0442547419049844
example	Haematocrit percentage	Overall acceleration average	215/969	0.1093380155946528	0.7774312332618429	-0.0072854424930732	0.0257364465978831
example	Overall health rating	Body mass index (BMI)	967/969	0.1021325832354582	0.7904372831632642	-0.001444298464526	0.0054333266780445
example	Methods of admission to hospital (polymorphic)	Overall acceleration average	215/969	0.10084091289577	0.7927916860836972	-0.007385256307875	0.0280645372839814
example	Number of self-reported non-cancer illnesses	Body mass index (BMI)	967/969	0.0987909863220301	0.7965426116633746	0.003560714454722	0.0138065311187319
example	Sitting height	Body mass index (BMI)	961/969	0.0982602689366521	0.797516599206969	-0.008323977769461	0.0324345708814471
example	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones	Body mass index (BMI)	526/969	0.0977774139255786	0.7984037830264348	-0.0101412829473403	0.0396833815171812
example	Methods of discharge from hospital (recoded)	Overall acceleration average	215/969	0.0941481811010075	0.8051036932763225	0.000283728344133	0.0011478685865557
example	Mean corpuscular volume	Overall acceleration average	215/969	0.0918162742465894	0.8094382549010949	0.0084366392647369	0.034934093314138
example	Methods of discharge from hospital (recoded)	Body mass index (BMI)	794/969	0.0913332144763759	0.8103390828191216	0.0003245572079578	0.0013518987763342
example	High light scatter reticulocyte count	Body mass index (BMI)	915/969	0.0901106501923051	0.8126234483791267	1.573464801273062e-05	6.635824072354505e-05
example	Sources of admission to hospital (polymorphic)	Body mass index (BMI)	795/969	0.0896122133268993	0.8135566262616386	-0.0091595803383662	0.0388241829788852
example	Vitamin D	Overall acceleration average	215/969	0.088579615622727	0.8154932757776483	0.0424848015697628	0.1817704710391139
example	Impedance of arm (right)	Overall acceleration average	215/969	0.0867663480302494	0.8189052435628812	-0.0946997769199659	0.413032671692023
example	Impedance of whole body	Body mass index (BMI)	956/969	0.0863036185457391	0.8197782308091321	-0.1385331732010797	0.6078739628935569
example	Calcium	Body mass index (BMI)	828/969	0.0850327064361812	0.8221807297172069	0.0001595577930996	0.0007097194628746
example	Heel bone mineral density (BMD) T-score, automated	Body mass index (BMI)	556/969	0.0828334307956839	0.8263548287437321	0.0023374926804004	0.0106495698779461
example	Pregnant	Body mass index (BMI)	528/969	0.0804863004551252	0.8308329263879779	0.0001705352460623	0.0007978361438582
example	Taking other prescription medications	Body mass index (BMI)	967/969	0.0803172142854772	0.8311564619471773	0.0007707230268027	0.003613655129111
example	Operation code	Overall acceleration average	215/969	0.0789511099579552	0.8337750402962026	-24.270776451447688	115.4550156007648
example	Histology of cancer tumour	Overall acceleration average	165/969	0.0789062262230669	0.8338612142479698	-1.2510071086861072	5.902248875049307
example	Direct bilirubin	Body mass index (BMI)	806/969	0.0780207840508341	0.8355630296963563	-0.0011958711806218	0.0057592061355679
example	Reported occurrences of cancer	Body mass index (BMI)	178/969	0.0778597713494132	0.8358728683166041	-0.0023468465894573	0.011309492092019
example	Oestradiol	Overall acceleration average	149/969	0.0776540316213551	0.8362689428805367	4.895643304415538	23.327778925269136
example	Mean corpuscular haemoglobin	Body mass index (BMI)	935/969	0.0776436968675161	0.8362888435167678	-0.0025587746381561	0.012378880253148
example	Arm fat percentage (right)	Body mass index (BMI)	956/969	0.0772998206805025	0.8369512827469352	0.0146074229149303	0.0709596860085605
example	Waist circumference	Overall acceleration average	215/969	0.0740487730865164	0.8432400530621595	-0.0202546901067023	0.1022838894880516
example	Intended management of patient (recoded)	Overall acceleration average	215/969	0.070839255840134	0.8494948379217835	0.3104933016549278	1.633254973853374
example	Methods of admission to hospital (recoded)	Body mass index (BMI)	796/969	0.0698902327700633	0.8513531891573286	-0.4177743437465002	2.2286296966308643
example	Gamma glutamyltransferase	Overall acceleration average	215/969	0.0696175924516071	0.8518878173583803	0.0518656175491016	0.277387653936216
example	Back pain for 3+ months	Overall acceleration average	215/969	0.0672682291218035	0.8565086846199854	-0.0017132330716904	0.0094030956152009
example	Cancer record format	Body mass index (BMI)	176/969	0.0662789398562277	0.8584619690796663	0.013647902134515	0.0764050654001216
example	Reticulocyte count	Overall acceleration average	215/969	0.0649866589760099	0.8610202013227091	-4.353653280549845e-05	0.000248308895289
example	Trunk fat mass	Body mass index (BMI)	955/969	0.0617311008011313	0.867498832937702	-0.00592250026457	0.0354885822370268
example	Patient classification on admission (recoded)	Overall acceleration average	215/969	0.0614821579362479	0.8679962363364431	0.654289326864242	3.929784456823527
example	Chest pain or discomfort	Overall acceleration average	215/969	0.060058002696495	0.870847275184627	-0.0004991092095995	0.0030657199153646
example	Non-cancer illness code, self-reported	Overall acceleration average	215/969	0.0600431214573333	0.8708771155559532	20.768533183535936	127.52874387701884
example	Number of self-reported cancers	Overall acceleration average	215/969	0.0583884265728969	0.8742015525130843	0.0004874490366059	0.0030746142063357
example	Pulse rate	Body mass index (BMI)	303/969	0.0583461702849653	0.8742866153247081	-0.0300998873521109	0.1900715220808966
example	Treatment speciality of consultant (recoded)	Body mass index (BMI)	796/969	0.0582760888436627	0.8744277090124208	-0.8114082110953178	5.132524962011872
example	Number of treatments/medications taken	Overall acceleration average	215/969	0.0567133147743979	0.8775799355265677	0.0033026585179079	0.021411557433605
example	Number of operations, self-reported	Overall acceleration average	215/969	0.0562111172474403	0.8785953142682126	-0.0016483018582411	0.0107762391535323
example	Carer support indicators	Body mass index (BMI)	689/969	0.0557428652705165	0.8795431178336383	-0.0563097668315187	0.3714132587052679
example	Fracture resulting from simple fall	Body mass index (BMI)	100/969	0.0540290288897652	0.8830208760159158	-0.0024941677768179	0.016900618155191
example	Albumin	Overall acceleration average	215/969	0.0528952444559231	0.8853291330381593	0.0032176212971187	0.0222758534666141
example	Medication for pain relief, constipation, heartburn	Body mass index (BMI)	959/969	0.0491590941889576	0.892978300936099	-0.0042645543034548	0.0316890528216394
example	Monocyte percentage	Overall acceleration average	215/969	0.0479680305441827	0.8954306779180068	0.0024287675569244	0.0184532320453701
example	Forced expiratory volume in 1-second (FEV1)	Body mass index (BMI)	881/969	0.0471444639406443	0.897130322967905	0.0007264940802447	0.0056174809003387
example	Peak expiratory flow (PEF)	Body mass index (BMI)	881/969	0.0467869859370153	0.8978690760400498	-0.1212003582783238	0.9439752733741952
example	Headaches for 3+ months	Body mass index (BMI)	236/969	0.0425264223469874	0.9067207982823388	-0.0008588921092015	0.0073214322445269
example	Long-standing illness, disability or infirmity	Body mass index (BMI)	967/969	0.0422221136022347	0.9073563572665146	-0.0004093546600958	0.0035165930807341
example	Sources of admission to hospital (recoded)	Overall acceleration average	215/969	0.0413861780749835	0.9091045302046528	-5.218048215738236e-15	4.56326639761391e-14
example	Lymphocyte percentage	Body mass index (BMI)	932/969	0.0399102207614993	0.912199393680024	0.0055172799739493	0.0500219987747814
example	White blood cell (leukocyte) count	Body mass index (BMI)	935/969	0.0379826608682473	0.9162570707961532	0.0013495134540657	0.0128304816908122
example	Falls in the last year	Body mass index (BMI)	967/969	0.0345651416897542	0.9234956589606548	-0.0004222315449606	0.004395572012265
example	Destinations on discharge from hospital (polymorphic)	Overall acceleration average	215/969	0.0325548223425523	0.9277803661351935	0.0021889239313648	0.0241082779591544
example	Urea	Overall acceleration average	215/969	0.0293392553675568	0.9346752539064684	-0.0008548402661521	0.0104145425781974
example	Leg fat mass (left)	Body mass index (BMI)	958/969	0.0289486371575882	0.935516308607414	0.0010727691445142	0.013255611813062
example	Nucleated red blood cell count	Body mass index (BMI)	932/969	0.0288396462513914	0.9357511160247024	1.7860933383013995e-05	0.000221504437409
example	Urea	Body mass index (BMI)	911/969	0.0278128697180317	0.9379660738756048	-0.0007416107477279	0.0095261879603862
example	Vascular/heart problems diagnosed by doctor	Body mass index (BMI)	967/969	0.0265039417689883	0.9407972910784166	0.0024089564951134	0.0324269899611572
example	Medication for pain relief, constipation, heartburn	Overall acceleration average	215/969	0.0254491948546726	0.9430849300720244	-0.0024808558316721	0.0347023432327052
example	Impedance of leg (right)	Body mass index (BMI)	956/969	0.0253398075387279	0.9433224981886632	0.0171599177545422	0.2412990831239022
example	Platelet crit	Body mass index (BMI)	936/969	0.0235572175196223	0.9472023840668446	2.1971636297940105e-05	0.0003316996841308
example	Cancer record format	Overall acceleration average	176/969	0.0229789546993238	0.9484644234412564	-0.0071347820714423	0.1095488441744902
example	Trunk predicted mass	Overall acceleration average	215/969	0.0228337412439608	0.9487816110423596	-0.0027385327097556	0.0425751952826274
example	Impedance of arm (right)	Body mass index (BMI)	956/969	0.0226550741899436	0.9491720163924416	0.0236721229238947	0.3712421596717483
example	Standing height	Body mass index (BMI)	967/969	0.0217018767012737	0.951257564392805	-0.0038874662086867	0.0635781238529906
example	Most recent bowel cancer screening	Overall acceleration average	215/969	0.0206477054352115	0.9535693746087708	0.0064668602452674	0.1104492744446085
example	White blood cell (leukocyte) count	Overall acceleration average	215/969	0.020525668292614	0.9538373661175018	0.000797689768023	0.0137605498249858
example	Monocyte count	Body mass index (BMI)	932/969	0.0200316240947521	0.9549230486965434	8.541319237757581e-05	0.0015106144239091
example	Leg fat percentage (right)	Body mass index (BMI)	956/969	0.017584856174901	0.9603181648680348	0.0037386656857798	0.0751212741355464
example	Method of recording time when operation occurred	Body mass index (BMI)	759/969	0.0170949971846671	0.9614019591814558	-0.0002075159247835	0.0042864779957184
example	Hospital episode type	Overall acceleration average	215/969	0.0153449956571287	0.9652837704272634	1.734723475976807e-18	3.978383625313213e-17
example	Patient classification on admission (polymorphic)	Body mass index (BMI)	789/969	0.0148641023705198	0.966353218928386	0.0001617604148419	0.0038334678743284
example	Vitamin and mineral supplements	Overall acceleration average	215/969	0.0140554113411942	0.9681543222210218	-0.0016596782949745	0.0415163997260196
example	Glucose	Body mass index (BMI)	825/969	0.013158532075395	0.9701557631566832	0.0002941665759512	0.0078601254541435
example	Trunk fat percentage	Overall acceleration average	215/969	0.0065910718868604	0.9849380788738524	-0.0011727918534237	0.0620407606806337
example	Arm fat mass (left)	Body mass index (BMI)	956/969	0.0049635167479882	0.988636142331007	6.975794685739039e-05	0.0048963334882706
example	Mouth/teeth dental problems	Overall acceleration average	215/969	0.0021997625235334	0.9949476657979496	0.0002532980336929	0.039947826710844
example	HDL cholesterol	Overall acceleration average	215/969	0.0021650863881332	0.9950271103196032	1.7885900145369334e-05	0.0028650930376753
example	Whole body water mass	Overall acceleration average	215/969	0.0021526059795137	0.9950557050263692	-0.0004107324276578	0.0661928795449954
example	Pulse wave Arterial Stiffness index	Overall acceleration average	215/969	0.0011147080989592	0.9974365809326138	-0.0001424806259047	0.0441470349769014
